web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1703955447-138","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","3,5 Zimmer, 86 m², CHF 1950.—","8107 Buchs ZH, ZH","CHF 1950.—","«Moderne 3.5-Zimmer-Attikawohnung mit atemberaubendem Ausblick in Buchs»","3,5 Zimmer, 86 m², CHF 1950.—8107 Buchs ZH, ZH«Moderne 3.5-Zimmer-Attikawohnung mit atemberaubendem Ausblick in Buchs»Willkommen in Ihrem neuen Zuhause! Diese moderne Attikawohnung mit 3.5 Zimmern befindet sich im begehrten Buchs. Betreten Sie das lichtdurchflutete Wohnzimmer und spüren Sie die Wärme und den Charme dieses aussergewöhnlichen Raums. Die Küche ist komplett ausgestattet, damit Sie Ihre kulinarischen Fähigkeiten voll entfalten können. Mit 2 Schlafzimmern und einem stilvollen Badezimmer bietet diese Wohnung genügend Platz für flexible Nutzungsmöglichkeiten. Geniessen Sie entspannte Stunden auf dem grossen Balkon und erleben Sie den atemberaubenden B"
"1703955447-139","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","3,5 Zimmer, 84 m², CHF 2544.—","Gheidstrasse 2a, 8105 Watt, ZH","CHF 2544.—","«Ihr eigenes Wohnglück»","3,5 Zimmer, 84 m², CHF 2544.—Gheidstrasse 2a, 8105 Watt, ZH«Ihr eigenes Wohnglück»"
"1703955447-140","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","1 Zimmer, 42 m², CHF 1350.—","Seestrasse 72a, 8805 Richterswil, ZH","CHF 1350.—","«Zimmer in historischem Haus direkt am Zürichsee zu vermieten»","1 Zimmer, 42 m², CHF 1350.—Seestrasse 72a, 8805 Richterswil, ZH«Zimmer in historischem Haus direkt am Zürichsee zu vermieten»Die etwas andere WG in Richterswil!Wir vermieten per sofort oder nach Vereinbarung in diesem wunderschönen, geschichtsträchtigen Herrenhaus 3 WG-Zimmer (zwei möbliert, eines unmöbliert).Jedes Zimmer ist verschieden und erzählt seine eigene Geschichte und ist mit Boxspringbett, Kommode, Kleiderschrank, Schreibtisch mit Stuhl eingerichtet.- Seesicht (Fr. 1350.00 inkl. Nebenkosten)- Seemitte (Fr. 1350.00 inkl. Nebenkosten)Dieses wunderschöne, historische Gebäude liegt direkt am Zürichsee. Es gibt einen romantischen Spazierweg am See, entlang vom H"
"1703955447-141","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","3,5 Zimmer, 91 m², CHF 2640.—","8106 Adlikon b. Regensdorf, ZH","CHF 2640.—","«MÖBLIERT, TEMPORÄR: 3½ ZIMMER-ATTIKAWOHNUNG IN ADLIKON B. REGENSDORF (»","3,5 Zimmer, 91 m², CHF 2640.—8106 Adlikon b. Regensdorf, ZH«MÖBLIERT, TEMPORÄR: 3½ ZIMMER-ATTIKAWOHNUNG IN ADLIKON B. REGENSDORF (»MIETDAUER ab 1. März 2024 bis 30. April 2024 (mind. 2 Monate) Schöne, helle, moderne Attika-Wohnung mit atemberaubender Aussicht über das Furttal. Frisch renoviert. 1 Schlafzimmer, 1 Büro m. Schlafsofa (für Gäste). Geölter Parkettboden. Ein Keller, 91m², im 7. Stock, mit Lift, 1 Terrasse, Wintergarten, 1 Einstellhallenplatz, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61276/English: ums.ch/offer-detail/61276/Français: ums.ch/o"
"1703955447-142","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","3,5 Zimmer, CHF 1476.—","Bahnhofplatz 5, 8487 Rämismühle, ZH","CHF 1476.—","«Wohnen im Tössgebiet»","3,5 Zimmer, CHF 1476.—Bahnhofplatz 5, 8487 Rämismühle, ZH«Wohnen im Tössgebiet»Ab März wird diese tolle Wohnung frei und wartet auf Sie. Die einmalige Lage überzeugt durch ein ruhiges Gebiet und ist doch wenige Gehminuten vom öffentlichen Verkehr entfernt. Ebenfalls bietet die Wohnung nachfolgende Vorzüge:- Sämtliche Zimmer mit Laminat- Grosses Wohnzimmer mit Parkett- Küche mit Geschirrspüler- Parkiermöglichkeiten- Balkon Ein Abstellparkplatz kann dazu gemietet werden."
"1703955447-143","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","1 Zimmer, CHF 1430.—","Hopfenstrasse 17, 8045 Zürich, ZH","CHF 1430.—","«Schöne 1-Zimmer-Wohnung in ruhiger zentraler Lage»","1 Zimmer, CHF 1430.—Hopfenstrasse 17, 8045 Zürich, ZH«Schöne 1-Zimmer-Wohnung in ruhiger zentraler Lage»"
"1703955447-144","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37","3,5 Zimmer, 90 m², CHF 2988.—","8049 Zürich, ZH","CHF 2988.—","«MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN ZÜRICH - KREIS 10 HÖNGG»","3,5 Zimmer, 90 m², CHF 2988.—8049 Zürich, ZH«MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN ZÜRICH - KREIS 10 HÖNGG»MIETDAUER ab 29. Januar 2024 bis 28. März 2024. Schöne, helle 3.5-Zimmer Wohnung an ruhiger Lage. Die Wohnung ist möbliert und gemütlich eingerichtet mit wunderbarem Ausblick. Die Wohnung liegt nahe am Naherholungsgebiet und dem Zentrum, 90m², im 2. Stock, 1 Balkon, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61261/English: ums.ch/offer-detail/61261/Français: ums.ch/offre-detail/61261/"
"1703955450-145","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","3,5 Zimmer, 72 m², CHF 1950.—","Schwelliweg 7, 8712 Stäfa, ZH","CHF 1950.—","«Helle, ruhig gelegene 3.5-Wohnung mit Balkon (ca. 72 m2) im Grünen»","3,5 Zimmer, 72 m², CHF 1950.—Schwelliweg 7, 8712 Stäfa, ZH«Helle, ruhig gelegene 3.5-Wohnung mit Balkon (ca. 72 m2) im Grünen»"
"1703955450-146","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","4,5 Zimmer, 115 m², CHF 2920.—","Grundstrasse 2, 8424 Embrach, ZH","CHF 2920.—","«Exklusive 4.5-Zi-Wohnung an zentraler Lage ohne Fluglärm»","4,5 Zimmer, 115 m², CHF 2920.—Grundstrasse 2, 8424 Embrach, ZH«Exklusive 4.5-Zi-Wohnung an zentraler Lage ohne Fluglärm»An zentraler Lage in der Nähe des Flughafens (kein Fluglärm) vermieten wir diese sehr grosszügige, schöne 4.5-Zimmer-Wohnung. Die Wohnung befindet sich auf der von der Strasse abgewandten Seite. Sie erreichen das wunderschöne Naherholungsgebiet in kurzer Zeit. Berufstätige verfügen mit dem ö.V. über sehr gute Verbindungen zum Flughafen (10-15 min.), in die Stadt Zürich und nach Winterthur.Die exklusive Wohnung verfügt über:- grosszügige, Licht durchflutete Räume, einen sehr hohen Ausbaustandard (Eigentumswohnungs-Standard), u.a. mit Komfort-Lüf"
"1703955450-147","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","1,5 Zimmer, 56 m², CHF 2775.—","Fähnlibrunnenstr. 5, 8700 Küsnacht ZH, ZH","CHF 2775.—","«Schöne Singlewohnung in Küsnacht»","1,5 Zimmer, 56 m², CHF 2775.—Fähnlibrunnenstr. 5, 8700 Küsnacht ZH, ZH«Schöne Singlewohnung in Küsnacht»Wir vermieten an einer schönen und ruhigen Lage eine Neubauwohnung (2022) mit folgenden Merkmalen:- Ganze Wohnung mit Parkett, Nasszellen mit Platten im Bad- Eigene Waschmaschine und Tumbler - Grosszügiger Wohn- und Essbereich- Badezimmer mit grosser Dusche- Eingangsbereich mit Einbauschränken und Garderobe- Balkon- Kellerabteil - Kontrollierte Wohnungslüftung - Ein Einstellplatz à Fr. 200.00.-/Monat kann dazu gemietet werdenHaben wir Interesse geweckt? Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns einAnbieter kontaktierenKontaktieren"
"1703955450-148","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","2 Zimmer, 62 m², CHF 3200.—","Steinstrasse  25, 8003 Zürich, ZH","CHF 3200.—","«Grossstadtleben - Wohnung 501»","2 Zimmer, 62 m², CHF 3200.—Steinstrasse  25, 8003 Zürich, ZH«Grossstadtleben - Wohnung 501»Das im Jahre 1899 erbaute Stadthaus mit insgesamt 10 Wohnung wurde 2022/2023 komplett kernsaniert und auf den neusten Stand der Technik gebracht. Bei der Neugestaltung standen hochwertige Materialine und die neusten Gerätschaften im Mittelpunkt. Trotz neuem Anstrich haben die Wohnungen ihren gemütlichen Charme beibehalten. Wer die perfekte Balance zwischen heimeligem Rückzugsort und Trendquartier sucht wird sich hier mit Sicherheit wohlfühlen.An ruhiger Lage und doch zentral bieten diese Wohnungen Singles, Paaren und jungen Familien einen RückzAnbieter kontaktierenKontaktieren"
"1703955450-149","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","2,5 Zimmer, 53 m², CHF 3200.—","Forchstrasse 84, 8008 Zürich, ZH","CHF 3200.—","«Erstvermietung moderner 2.5 Zimmer Attikawohnung»","2,5 Zimmer, 53 m², CHF 3200.—Forchstrasse 84, 8008 Zürich, ZH«Erstvermietung moderner 2.5 Zimmer Attikawohnung»Erstvermietung Attikawohnung mit Dachterrasse und schönem AusblickWir sind auf der Suche nach Mieter für eine attraktive Attikawohnungen an aussergewöhnlich zentraler Lage. Die Wohnung ist neu erstellt, nach Vereinbarung verfügbar und überzeugt mit folgenden Besonderheiten:SeesichtHelle und sonnige ZimmerParkettboden in den Wohn- und Schlafräumen, die ein angenehmes Wohngefühl verleihenModerne, offene und helle Küche mit Induktionsherd sowie vielen Schränken und StauraumGeräumiges Badezimmer mit PlattenbodenBodenheizungEigener WaschturmLift vor"
"1703955450-150","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","1,5 Zimmer, 23 m², CHF 1900.—","Bernerstrasse Süd 169, 8048 Zürich, ZH","CHF 1900.—","«City Pop - Your flexible solution for long and short stays!»","1,5 Zimmer, 23 m², CHF 1900.—Bernerstrasse Süd 169, 8048 Zürich, ZH«City Pop - Your flexible solution for long and short stays!»Starting from 475CHF/week, we offer centrally located 2 apartments in Zurich-Altstetten, of about 30-35 square meters. We offer different typs of Pop: M, L and XL. These furnished apartments guarantee an authentic living experience. All the Pops overlook a wonderful green park in the inner part of the building, which is a pleasant communal area for relaxing and unwind. In your Pop you can relax, work, sleep, cook and eat, all in an apartment with such an organized 4-star interior:- Complete furnished apartment with kitchen, living room, a separAnbieter kontaktierenKontaktieren"
"1703955450-151","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","1,5 Zimmer, 23 m², CHF 1900.—","Bernerstrasse Süd 169, 8048 Zürich, ZH","CHF 1900.—","«City Pop - Your flexible solution for long and short stays!»","1,5 Zimmer, 23 m², CHF 1900.—Bernerstrasse Süd 169, 8048 Zürich, ZH«City Pop - Your flexible solution for long and short stays!»Starting from 475CHF/week, we offer centrally located 2 apartments in Zurich-Altstetten, of about 30-35 square meters. We offer different typs of Pop: M, L and XL. These furnished apartments guarantee an authentic living experience. All the Pops overlook a wonderful green park in the inner part of the building, which is a pleasant communal area for relaxing and unwind. In your Pop you can relax, work, sleep, cook and eat, all in an apartment with such an organized 4-star interior:- Complete furnished apartment with kitchen, living room, a separAnbieter kontaktierenKontaktieren"
"1703955450-152","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","4,5 Zimmer, 127 m², CHF 6950.—","Bahnhofstrasse 13, 8802 Kilchberg ZH, ZH","CHF 6950.—","«EXKLUSIVES WOHNEN IN KILCHBERG»","4,5 Zimmer, 127 m², CHF 6950.—Bahnhofstrasse 13, 8802 Kilchberg ZH, ZH«EXKLUSIVES WOHNEN IN KILCHBERG»Willkommen in Ihrer Traumwohnung in Kilchberg! Diese moderne und exquisit ausgestattete 4.5-Zimmer-Wohnung in einem brandneuen Gebäude wird Sie von Anfang an begeistern. Mit ihrer idealen Lage bietet sie Ihnen nicht nur Seeblick, sondern auch eine erstklassige Lebensqualität.Treten Sie ein und lassen Sie sich von dem einladenden offenen Grundriss verzaubern. Die grosszügigen Fensterflächen lassen viel natürliches Licht herein und schaffen eine helle und freundliche Atmosphäre in jedem Raum. Die hochwertigen Materialien und die geschmackvolle In"
"1703955450-153","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","2 Zimmer, 57 m², CHF 4822.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 4822.—","«2 Bedroom Apartment Senior»","2 Zimmer, 57 m², CHF 4822.—Wolframplatz 1, 8045 Zürich, ZH«2 Bedroom Apartment Senior»This modern 2 bedroom apartment is suitable for up to 4 people. High-quality materials, designer furniture and chic colors give the apartment the unique style. The living area is furnished with a comfortable sitting corner, flat screen TV and a dining table. The full fitted kitchen caters for all the daily needs: a glass ceramic stove, microwave with baking and grill function, coffee maker, cutlery and crockery. The two separate bedrooms boast a snug double bed, flat screen TV, a wardrobe and a working desk. In the spacious and modern bathroom Virtuelle TourAnbieter kontaktierenKontaktieren"
"1703955450-154","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","33 m², CHF 3412.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 3412.—","«Studio Apartment Senior»","33 m², CHF 3412.—Wolframplatz 1, 8045 Zürich, ZH«Studio Apartment Senior»This modern and spacious studio ensures maximum comfort and a pleasant atmosphere. Its open living area is furnished with a comfortable sitting corner, flat screen TV, dining table and working desk. The kitchen is located in the same room and caters for all the daily needs: a glass ceramic stove, microwave with baking and grill function, coffee maker, cutlery and crockery. The sleeping area tempts with a comfortable double bed and offers sufficient space for relaxation. The separate bathroom with modern glass sliding door features a shower or bVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955450-155","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","26 m², CHF 2997.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 2997.—","«Studio Apartment Junior»","26 m², CHF 2997.—Wolframplatz 1, 8045 Zürich, ZH«Studio Apartment Junior»This modern studio provides everything one may expect from a place to live in. The living area features a cozy sitting corner, flat screen TV and a working desk, which can also serve as a dining table. The open kitchenette is fully fitted with a glass ceramic stove, microwave with baking and grill function, coffee maker as well as cutlery and crockery. The sleeping area tempts with a snug double bed and sufficient space for relaxation. The separate bathroom with modern glass sliding door offers a shower or bathtub, as well as hand towels, a haiVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955450-156","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","23 m², CHF 2582.—","Albertstrasse 7, 8005 Zürich, ZH","CHF 2582.—","«Studio Apartment Junior Balcony»","23 m², CHF 2582.—Albertstrasse 7, 8005 Zürich, ZH«Studio Apartment Junior Balcony»This cozy studio in Italian design (with balcony) offers everything that an apartment needs: a living area with parquet flooring and flat screen TV, a fully fitted kitchenette with a microwave, coffee maker, glass ceramic stove and a complete set of kitchenware, as well as a sleeping area with a comfortable double bed. The elegant marble bathroom provides hand and bathing towels, as well as toiletries and a hair dryer. Curtains and the intercom system ensure sufficient privacy. The apartment is located in a charming, historical building with a Virtuelle TourAnbieter kontaktierenKontaktieren"
"1703955450-157","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","45 m², CHF 4034.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 4034.—","«Duplex Apartment Junior»","45 m², CHF 4034.—Wolframplatz 1, 8045 Zürich, ZH«Duplex Apartment Junior»This duplex apartment extending over two floors creates a unique living experience. The lower one boasts an open living and dining area with a fully fitted kitchen, dining corner and a cozy lounge with flat screen TV. A separate bathroom with a shower is also available in the lower floor. A staircase leads to the upper gallery, which includes an open sleeping area featuring a comfortable double bed, flat screen TV and a working desk. The adjacent modern bathroom with a shower or bathtub is equipped with hand towels, a hairdryer and company-branVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955450-158","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","1,5 Zimmer, CHF 2650.—","Brandschenkesteig 2, 8002 Zürich, ZH","CHF 2650.—","«Trendig Möbl. Wohnung, ca 37m2 mit eigene grosse Terrasse an Toplage!!»","1,5 Zimmer, CHF 2650.—Brandschenkesteig 2, 8002 Zürich, ZH«Trendig Möbl. Wohnung, ca 37m2 mit eigene grosse Terrasse an Toplage!!»"
"1703955450-159","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","29 m², CHF 3515.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 3515.—","«1 Bedroom Apartment Junior»","29 m², CHF 3515.—Wolframplatz 1, 8045 Zürich, ZH«1 Bedroom Apartment Junior»This modern 1 bedroom apartment is a perfect choice for 1-2 people. High-quality materials, designer furniture and elegant color combinations give the apartment that certain something. The living area is furnished with a cozy sitting corner, a dining table and a fully fitted kitchen. Thanks to a glass ceramic stove, microwave with baking and grill function, coffee maker, crockery and cutlery, the guests may prepare their meals on their own. The bedroom is separated from the living area by a modern glass sliding door and tempts with a comfortablVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955450-160","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","4,5 Zimmer, Preis auf Anfrage","8703 Erlenbach ZH, ZH","Preis auf Anfrage","«Die 4.5 Zimmer-Wohnung wird zum Tausch angeboten.»","4,5 Zimmer, Preis auf Anfrage8703 Erlenbach ZH, ZH«Die 4.5 Zimmer-Wohnung wird zum Tausch angeboten.»4.5 Zimmer-Wohnung in ErlenbachDie Eigentümerschaft sucht im Gegenzug: eine Mietwohnung in Zürich. Das Budget liegt bei CHF 2'500.- im Monat.Um Ihnen Informationen, Bilder und weitere Details zu präsentieren, laden wir Sie ein, sich unverbindlich auf hoyou.ch zu registrieren. Innerhalb unserer Plattform haben Sie die Möglichkeit, alle relevanten Informationen bequem auf einen Blick zu entdecken. Bitte haben Sie Verständnis dafür, dass wir aus Diskretionsgründen keine Exposés per E-Mail versenden können.Gleichzeitig möchten wir Sie ermutigen, IhNeu"
"1703955450-161","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","7,5 Zimmer, 198 m², CHF 7740.—","8044 Zürich, ZH","CHF 7740.—","«Beeindruckende Duplex-Wohnung an begehrter Wohnlage»","7,5 Zimmer, 198 m², CHF 7740.—8044 Zürich, ZH«Beeindruckende Duplex-Wohnung an begehrter Wohnlage»Diese atemberaubende Maisonette-Wohnung erwartet Sie und bietet einen einzigartigen Lebensstil, der einem perfekten Familienparadies gleicht. Hier genießen Sie die ruhige Umgebung des Zürichbergs, sind aber gleichzeitig in der Nähe von erstklassigen Restaurants, Weltklasse-Golfplätzen und den lebhaften Geschäftszentren der Stadt. Die großzügigen Terrassen bieten atemberaubende Ausblicke auf den umliegenden Wald; entspannen Sie bei einem Glas Wein und bewundern Sie den Sonnenuntergang über der Stadt. Diese Terrassen werden schnell Ihr privater R"
"1703955450-162","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","4,5 Zimmer, 120 m², CHF 2030.—","8488 Turbenthal, ZH","CHF 2030.—","«Ruhige 4.5-Zimmer-Wohnung in Turbenthal»","4,5 Zimmer, 120 m², CHF 2030.—8488 Turbenthal, ZH«Ruhige 4.5-Zimmer-Wohnung in Turbenthal»Diese charmante und sonnenverwöhnte Perle befindet sich im Herzen des Tösstals in Turbenthal und ist ideal für Paare oder Familien geeignet. Die grosszügige Wohnfläche erstreckt sich über mehr als 120m2 und bietet einen offenen Wohnbereich mit einer geräumigen Wohnküche, zwei Badezimmer und einen Balkon. Erleben Sie gemütliche Winterabende vor dem Kamin oder geniessen Sie laue Sommerabende auf dem Balkon. Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus:Ruhige LageLichtdurchflutet und grosszügigEinbauschränkeEigene WaschkücheOf"
"1703955450-163","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","3,5 Zimmer, CHF 2100.—","Steinerstrasse 6, 8475 Ossingen, ZH","CHF 2100.—","«Grosszügige und moderne 3½-Zimmer-Maisonette-Wohnung in ländlicher Umgebung zu vermieten!»","3,5 Zimmer, CHF 2100.—Steinerstrasse 6, 8475 Ossingen, ZH«Grosszügige und moderne 3½-Zimmer-Maisonette-Wohnung in ländlicher Umgebung zu vermieten!»"
"1703955450-164","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","2,5 Zimmer, 63 m², CHF 2400.—","8302 Kloten, ZH","CHF 2400.—","«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN KLOTEN (ZH)»","2,5 Zimmer, 63 m², CHF 2400.—8302 Kloten, ZH«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN KLOTEN (ZH)»MIETDAUER ab 1. Februar 2024 bis 31. Mai 2024. Wohnung im Zentrum von Kloten, Bahnhof und Einkaufsmöglichkeiten sind 2min zu Fuss. Morgensonne und generell viel Licht, 63m², im 4. Stock, mit Lift, 1 Balkon, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61387/English: ums.ch/offer-detail/61387/Français: ums.ch/offre-detail/61387/"
"1703955450-165","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","3,5 Zimmer, 117 m², CHF 1946.—","Alte Affolternstrasse 18, 8908 Hedingen, ZH","CHF 1946.—","«Wohnen im Grünen»","3,5 Zimmer, 117 m², CHF 1946.—Alte Affolternstrasse 18, 8908 Hedingen, ZH«Wohnen im Grünen»Sie wohnen gerne im Grünen und dennoch zentral? Wir vermieten per 01. April 2024 diese schöne 3.5 Zimmerwohnung im 3. Obergeschoss:- halboffene Küche mit Geschirrspüler, Glaskeramikplatte und  üblichen Geräten / Essbereich - helles Wohnzimmer mit direktem Balkonzugang- Badezimmer mit Badewanne und Tageslicht- zwei Zimmer mit Laminatboden- kleines Reduit in der Wohnung- sep. Kellerabteil im UntergeschossEin Einstellplatz in der Tiefgarage kann für CHF 110.00 im Monat dazu gemietet werden. Die Wohnung befindet sich in einer gepflegten Überbauung"
"1703955450-166","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","2 Zimmer, 50 m², CHF 1450.—","Alte Landstrasse 19, 8912 Obfelden, ZH","CHF 1450.—","«2 Zimmer-Wohnung, 8912 Obfelden»","2 Zimmer, 50 m², CHF 1450.—Alte Landstrasse 19, 8912 Obfelden, ZH«2 Zimmer-Wohnung, 8912 Obfelden»Bodenbeläge: Wohnzimmer, Korridor und Schlafzimmer Parkett. Küche und Bad mit Platten. An ruhiger und sonniger Lage, in gepflegter Umgebung. Nähe Bushaltestelle.Einstellplatz in Tiefgarage Fr. 130.00"
"1703955450-167","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","1 Zimmer, CHF 1150.—","Tollhammerstrasse 2, 8330 Pfäffikon ZH, ZH","CHF 1150.—","«""moderne und helle 1. Zimmerwohnung mit toller Aussicht""»","1 Zimmer, CHF 1150.—Tollhammerstrasse 2, 8330 Pfäffikon ZH, ZH«""moderne und helle 1. Zimmerwohnung mit toller Aussicht""»"
"1703955450-168","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36","4,5 Zimmer, 108 m², CHF 3550.—","8816 Hirzel, ZH","CHF 3550.—","«Attraktive 4.5-Zimmer-Gartenwohnung in Hirzel»","4,5 Zimmer, 108 m², CHF 3550.—8816 Hirzel, ZH«Attraktive 4.5-Zimmer-Gartenwohnung in Hirzel»Dieses attraktive 4.5-Zimmer-Wohnungsobjekt, das im schönen Hirzel liegt, hat einiges zu bieten. Sie besticht mit einem beheizbaren Wintergarten und einem riesigen Garten. Der neu renovierte Boden sowie Badezimmer verleihen eine gemütliche und moderne Atmosphäre. Die moderne Küche mit Kochinsel ist ebenfalls ein absolutes Highlight. Die Wohnung verfügt über drei Schlafzimmer und zwei WC/Bad. Zudem kommt die Wohnung mit einem sehr grosszügigen Dachboden- sowie Kellerabteil. Diese gemütliche Wohnung befindet sich in einem sehr gepflegten Zustand."
"1703955453-169","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=35","3,5 Zimmer, 96 m², CHF 3190.—","Brandstrasse 7, 8952 Schlieren, ZH","CHF 3190.—","«Grosszügige 3 ½ Zimmer Seniorenwohnung an zentraler Lage»","3,5 Zimmer, 96 m², CHF 3190.—Brandstrasse 7, 8952 Schlieren, ZH«Grosszügige 3 ½ Zimmer Seniorenwohnung an zentraler Lage»Auf den 01.12.2023 vermieten wir an der Brandstrasse 7 in Schlieren eine exklusive und zentral gelegene 3.5 Zimmerwohnung, welche Ihnen nebst einer modernen Ausstattung die folgenden Annehmlichkeiten zu bieten hat: Ideale Wohnung ab 50 plus - Reduit - Glaskeramikherd -Backofen auf Arbeitshöhe- Balkon - Ganze Wohnung barrierefrei - Pflegeleichter, moderner Vinylboden in Laminatoptik - Haustiere nach Absprache erlaubt. An dieser Liegenschaft finden Sie eine belebte Nachbarschaft. In unmittelbarer Nähe befinden sich verschiedene Einkaufsmöglichkei"
"1703955453-170","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=35","2,5 Zimmer, 60 m², CHF 2440.—","Brandstrasse 7, 8952 Schlieren, ZH","CHF 2440.—","«Moderne 2.5 Seniorenzimmerwohnung an zentraler Lage»","2,5 Zimmer, 60 m², CHF 2440.—Brandstrasse 7, 8952 Schlieren, ZH«Moderne 2.5 Seniorenzimmerwohnung an zentraler Lage»Auf den 01.12.2023 vermieten wir an der Brandstrasse 7 in Schlieren eine exklusive und zentral gelegene 2.5 Zimmerwohnung, welche Ihnen nebst einer modernen Ausstattung die folgenden Annehmlichkeiten zu bieten hat: Ideale Wohnung ab 50 plus - Reduit - Glaskeramikherd -Backofen auf Arbeitshöhe- Balkon - Ganze Wohnung barrierefrei - Pflegeleichter, moderner Vinylboden in Laminatoptik - Haustiere nach Absprache erlaubt. An dieser Liegenschaft finden Sie eine belebte Nachbarschaft. In unmittelbarer Nähe befinden sich verschiedene Einkaufsmöglichkei"
"1703955453-171","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=35","3,5 Zimmer, 76 m², CHF 3240.—","Brandstrasse 3, 8952 Schlieren, ZH","CHF 3240.—","«Moderne 3 ½ Zimmer Seniorenwohnung an zentraler Lage»","3,5 Zimmer, 76 m², CHF 3240.—Brandstrasse 3, 8952 Schlieren, ZH«Moderne 3 ½ Zimmer Seniorenwohnung an zentraler Lage»Auf den 01.12.2023 vermieten wir an der Brandstrasse 3 in Schlieren eine exklusive und zentral gelegene 3.5 Zimmerwohnung, welche Ihnen nebst einer modernen Ausstattung die folgenden Annehmlichkeiten zu bieten hat: Ideale Wohnung ab 50 plus - Reduit - Glaskeramikherd -Backofen auf Arbeitshöhe- Balkon - Ganze Wohnung barrierefrei - Pflegeleichter, moderner Vinylboden in Laminatoptik - Haustiere nach Absprache erlaubt. An dieser Liegenschaft finden Sie eine belebte Nachbarschaft. In unmittelbarer Nähe befinden sich verschiedene Einkaufsmöglichkei"
