web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1703955431-1","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","4,5 Zimmer, 148 m², CHF 4180.—","Schaffhauserstrasse 363, 8050 Zürich, ZH","CHF 4180.—","««Renovierte 4.5-Zimmerwohnung an zentraler Lage»»","4,5 Zimmer, 148 m², CHF 4180.—Schaffhauserstrasse 363, 8050 Zürich, ZH««Renovierte 4.5-Zimmerwohnung an zentraler Lage»»Wir vermieten per 01.10.2023 oder nach Vereinbarung eine zentral gelegene 4.5-Zimmer-Dachwohnung.Die gesamte Wohnung wurde in Jahr 2020 saniert. Ein eigener Waschturm ist vorhandenDie Wohnung verfügt über eine TerrasseDie öffentlichen Verkehrsmittel, Bushaltestelle, Einkaufsmöglichkeiten sowie der Autobahnanschluss befinden sich in unmittelbarer Nähe.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin können Sie sich beim Hauswart, Herrn Mahmudi, melden: 079 203 04 05Wir freuen uns auf Ihre Bewerbungsunterlagen.Anbieter kontaktierenKontaktieren"
"1703955431-2","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","1,5 Zimmer, 35 m², CHF 1620.—","Bernerstrasse Süd 167, 8048 Zürich, ZH","CHF 1620.—","«City Pop - Furnished Apartment in Zurich-Altstetten»","1,5 Zimmer, 35 m², CHF 1620.—Bernerstrasse Süd 167, 8048 Zürich, ZH«City Pop - Furnished Apartment in Zurich-Altstetten»City Pop - Deine flexible Lösung für lange und kürzere Aufenthalte um dich wie zu Hause zu fühlen.Ab 405CHF/Woche bis 500CHF/Woche, bieten wir zentral gelegene Wohnungen in Zürich-Altstetten an, von rund 30-35 Quadratmeter. Wir bieten verschieden typologien an Pop: M, L oder XL. Diese möblierte Wohnungen garantieren ein authentisches Wohnerlebnis.Top Lage: alle Pop Wohnungen blicken auf einen wunderschönen grünen Park im Inneren des Gebäudes, der ein angenehmer Gemeinschaftsbereich zum Entspannen ist. Die Wohnungen befinden sich NICHT auf der SAnbieter kontaktierenKontaktieren"
"1703955431-3","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","15 m², CHF 2167.—","Militärstrasse 24, 8004 Zürich, ZH","CHF 2167.—","«Studio Apartment Mini»","15 m², CHF 2167.—Militärstrasse 24, 8004 Zürich, ZH«Studio Apartment Mini»This studio impresses with classic marble flooring, fresh color palette and exclusive designer pieces. Moreover, in this limited space maximum comfort is ensured thanks to a sophisticated space layout. The fully fitted kitchenette provides for all the daily needs, from crockery to pans, cutlery and a modern coffee maker. The cozy double bed and the living area with a custom-made sofa and flat screen TV invite guests to enjoy themselves. The separate bathroom with a shower, bright and modern, offers bath towels, a hair dryer, as well as company-Virtuelle Tour"
"1703955431-4","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","4,5 Zimmer, 110 m², CHF 4500.—","8600 Dübendorf, ZH","CHF 4500.—","«Grosszügige 4.5-Zimmer-Maisonette-Wohnung in Dübendorf»","4,5 Zimmer, 110 m², CHF 4500.—8600 Dübendorf, ZH«Grosszügige 4.5-Zimmer-Maisonette-Wohnung in Dübendorf»Dieses exklusive Maisonette-Objekt mit 4.5 Zimmern befindet sich im schönen Kanton Zürich, genauer gesagt in der begehrten Region Dübendorf. Das Wohnzimmer ist lichtdurchflutet und grosszügig geschnitten, während die moderne und grosszügige Küche wahre Kochliebhaber begeistert. Die Immobilie verfügt über 3 Schlafzimmer und 2 Badezimmer und verwöhnt Sie mit einem Balkon für gemütliche Stunden im Freien. Ein Keller bietet zusätzlichen Stauraum, während ein Aussenstellplatz sowie eine Garage für Ihre Fahrzeuge zur Verfügung stehen. Die Schule erre"
"1703955431-5","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","2,5 Zimmer, 50 m², CHF 1650.—","Rütistrasse 16, 8118 Pfaffhausen, ZH","CHF 1650.—","«Wohnung in Pfaffhausen»","2,5 Zimmer, 50 m², CHF 1650.—Rütistrasse 16, 8118 Pfaffhausen, ZH«Wohnung in Pfaffhausen»"
"1703955431-6","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","2,5 Zimmer, 80 m², CHF 2150.—","Dorfstrasse 49a, 8484 Weisslingen, ZH","CHF 2150.—","«Loft in Weisslingen»","2,5 Zimmer, 80 m², CHF 2150.—Dorfstrasse 49a, 8484 Weisslingen, ZH«Loft in Weisslingen»"
"1703955431-7","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","1,5 Zimmer, 30 m², CHF 3790.—","Baurstrasse 29, 8008 Zürich, ZH","CHF 3790.—","«ERFRISCHEND & FARBENFROH - LANGEWEILE ADIÒS! SENIOR STUDIO APARTMENT»","1,5 Zimmer, 30 m², CHF 3790.—Baurstrasse 29, 8008 Zürich, ZH«ERFRISCHEND & FARBENFROH - LANGEWEILE ADIÒS! SENIOR STUDIO APARTMENT»"
"1703955431-8","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","1,5 Zimmer, 25 m², CHF 3490.—","Baurstrasse 29, 8008 Zürich, ZH","CHF 3490.—","«HIGH QUALITY SERVICED STUDIO APARTMENT IN SEEFELD 2 mins from the lake»","1,5 Zimmer, 25 m², CHF 3490.—Baurstrasse 29, 8008 Zürich, ZH«HIGH QUALITY SERVICED STUDIO APARTMENT IN SEEFELD 2 mins from the lake»"
"1703955431-9","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","1,5 Zimmer, 25 m², CHF 3490.—","Baurstrasse 29, 8008 Zürich, ZH","CHF 3490.—","«HIGH QUALITY SERVICED STUDIO APARTMENT IN SEEFELD 2 mins from the lake»","1,5 Zimmer, 25 m², CHF 3490.—Baurstrasse 29, 8008 Zürich, ZH«HIGH QUALITY SERVICED STUDIO APARTMENT IN SEEFELD 2 mins from the lake»"
"1703955431-10","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","2,5 Zimmer, 75 m², CHF 6590.—","Zentralstrasse 37, 8003 Zürich, ZH","CHF 6590.—","«""URBAN LUXURY with ROOFTOP TERRACE ACCESS""»","2,5 Zimmer, 75 m², CHF 6590.—Zentralstrasse 37, 8003 Zürich, ZH«""URBAN LUXURY with ROOFTOP TERRACE ACCESS""»"
"1703955431-11","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","3 Zimmer, CHF 2125.—","8047 Zürich, ZH","CHF 2125.—","«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN ZÜRICH - KREIS 9 ALBISRIEDEN»","3 Zimmer, CHF 2125.—8047 Zürich, ZH«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN ZÜRICH - KREIS 9 ALBISRIEDEN»MIETDAUER ab 30. Januar 2024 bis 30. April 2024 (mind. 3 Monate) Ruhiges Familien-Quartier. Verkehrsberuhigte Lage im Zentrum von Zürich Albisrieden; Coop, Migros, Denner, Post, Bank und Restaurants fussläufig erreichbar. Ebenso Bus und Tram, im 2. Stock, mit Lift, 1 Balkon, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61293/English: ums.ch/offer-detail/61293/Français: ums.ch/offre-detail/612"
"1703955431-12","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","5,5 Zimmer, 190 m², CHF 4375.—","8132 Hinteregg, ZH","CHF 4375.—","«MÖBLIERT, TEMPORÄR: 5½ ZIMMER-HAUS IN HINTEREGG (ZH)»","5,5 Zimmer, 190 m², CHF 4375.—8132 Hinteregg, ZH«MÖBLIERT, TEMPORÄR: 5½ ZIMMER-HAUS IN HINTEREGG (ZH)»MIETDAUER ab 26. April 2024 bis 26. Oktober 2024. Sehr ruhige Lage, umzäunter Garten mit Sitzplatz und Balkon. Garageplätze direkt vor der Kellertür. Grosses Schlafzimmer mit begehbarem Schrank sowie zwei weitere Schlafzimmer, 190m², 1 Balkon, 1 Terrasse, Garten, Gartensitzplatz, 2 eigene Garagen. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61285/English: ums.ch/offer-detail/61285/Français: ums.ch/offre-detail/61285/"
"1703955431-13","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","2 Zimmer, 58 m², CHF 2195.—","8047 Zürich, ZH","CHF 2195.—","«MÖBLIERT, TEMPORÄR: 2 ZI-WOHNUNG IN ZÜRICH - KREIS 9 ALBISRIEDEN»","2 Zimmer, 58 m², CHF 2195.—8047 Zürich, ZH«MÖBLIERT, TEMPORÄR: 2 ZI-WOHNUNG IN ZÜRICH - KREIS 9 ALBISRIEDEN»MIETDAUER ab 1. Februar 2024 bis 31. August 2024. 58m², im 4. Stock, mit Lift, 1 Balkon, 1 eigene Garage. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61270/English: ums.ch/offer-detail/61270/Français: ums.ch/offre-detail/61270/"
"1703955431-14","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","3 Zimmer, CHF 2375.—","8048 Zürich, ZH","CHF 2375.—","«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN ZÜRICH - KREIS 9 ALTSTETTEN»","3 Zimmer, CHF 2375.—8048 Zürich, ZH«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN ZÜRICH - KREIS 9 ALTSTETTEN»MIETDAUER ab sofort bis 19. Januar 2024. Schönes, ruhiges Zuhause in Zürich Altstetten, im 2. Stock, 1 Balkon, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61260/English: ums.ch/offer-detail/61260/Français: ums.ch/offre-detail/61260/"
"1703955431-15","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","2,5 Zimmer, 47 m², CHF 2880.—","8044 Zürich, ZH","CHF 2880.—","«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN ZÜRICH - KREIS 7 FLUNTERN»","2,5 Zimmer, 47 m², CHF 2880.—8044 Zürich, ZH«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN ZÜRICH - KREIS 7 FLUNTERN»MIETDAUER ab 13. Januar 2024 bis 14. Dezember 2024 (mind. 4 Monate) Tolle Zweizimmer-Eckwohnung für eine Person, vollständig eingerichtet (Bett 140cm), mit sonnigem Balkon, ruhige Quartierlage in Sackgasse, 2020 neu renoviert, 47m², im 1. Stock, 1 Balkon, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61237/English: ums.ch/offer-detail/61237/Français: ums.ch/offre-detail/61237/"
"1703955431-16","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","3,5 Zimmer, Preis auf Anfrage","Freilagerstrasse 5-19, 8047 Zürich, ZH","Preis auf Anfrage","«Erstbezug im stilvollen Neubau FREILEY»","3,5 Zimmer, Preis auf AnfrageFreilagerstrasse 5-19, 8047 Zürich, ZH«Erstbezug im stilvollen Neubau FREILEY»Die im Sommer 2024 bezugsbereite Arealüberbauung an der Freilagerstrasse 5, 11 und 19 in 8047 Zürich bietet attraktive Mietwohnungen mit modernen Grundrissen, welche Sie Ihre Einrichtung individuell gestalten lässt. Die insgesamt 86 Mietwohnungen präsentieren sich in unterschiedlichen Ausführungen (1.5, 2.5, 3.5 und 4.5-Zimmerwohnungen), welche sich je nach Kategorie für Familien, Alleinstehende als auch für Singles jeden Alters bestens eignen. Die Wohnungen überzeugen mit folgenden Highlights: - Modernes Design- Eigener Waschturm in jeder Wohn"
"1703955431-17","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","4,5 Zimmer, 127 m², Preis auf Anfrage","Freilagerstrasse 5-19, 8047 Zürich, ZH","Preis auf Anfrage","«Familie und Stadt Zürich? Kein Problem!»","4,5 Zimmer, 127 m², Preis auf AnfrageFreilagerstrasse 5-19, 8047 Zürich, ZH«Familie und Stadt Zürich? Kein Problem!»Die im Sommer 2024 bezugsbereite Arealüberbauung an der Freilagerstrasse 5, 11 und 19 in 8047 Zürich bietet attraktive Mietwohnungen mit modernen Grundrissen, welche Sie Ihre Einrichtung individuell gestalten lässt. Die insgesamt 86 Mietwohnungen präsentieren sich in unterschiedlichen Ausführungen (1.5, 2.5, 3.5 und 4.5-Zimmerwohnungen), welche sich je nach Kategorie für Familien, Alleinstehende als auch für Singles jeden Alters bestens eignen. Die Wohnungen überzeugen mit folgenden Highlights: - Modernes Design- Eigener Waschturm in jeder Wohn"
"1703955431-18","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","4,5 Zimmer, 220 m², CHF 5100.—","8820 Wädenswil, ZH","CHF 5100.—","«Wohnperle über dem Zürichsee»","4,5 Zimmer, 220 m², CHF 5100.—8820 Wädenswil, ZH«Wohnperle über dem Zürichsee»Dachmaisonette-Wohnung mit 4.5 Zimmern in der attraktiven Region Wädenswil im Kanton Zürich. Die Wohnung verfügt über insgesamt drei Schlafzimmer und zwei Badezimmer, sodass genügend Platz für die ganze Familie vorhanden ist. Die Wohnung überzeugt mit grosszügig geschnittener Wohnfläche, einem geräumigen Wohnzimmer mit hohem Dachfirst und Balkon mit herrlicher Seesicht. Die elegante und moderne Küche bietet viel Platz für kulinarische Kreativität. Der einladende Essbereich mit Cheminée ist ein perfekter Treffpunkt für gesellige Abende mit Famil"
"1703955431-19","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","3,5 Zimmer, 93 m², CHF 2050.—","8471 Dägerlen, ZH","CHF 2050.—","«Moderne Wohnkultur in idyllischer Umgebung Erleben Sie das Beste von Dägerlen in dieser 3.5-Zimmer-Wohnung!»","3,5 Zimmer, 93 m², CHF 2050.—8471 Dägerlen, ZH«Moderne Wohnkultur in idyllischer Umgebung Erleben Sie das Beste von Dägerlen in dieser 3.5-Zimmer-Wohnung!»Elegant und modern präsentiert sich diese 3.5-Zimmer-Wohnung im idyllischen Dägerlen, im Kanton Zürich. Das grosszügig geschnittene Wohnzimmer empfängt Sie mit viel Helligkeit und einem einladenden Ambiente. Die offene Küche bietet neben genügend Stauraum auch die Möglichkeit, Ihre kulinarischen Kreationen direkt mit Ihren Gästen zu teilen. Diese Immobilie verfügt über zwei Schlafzimmer, in denen Sie sich wunderbar erholen können, sowie ein Badezimmer für Ihren persönlichen Komfort. Ein Kellerabteil ist ebenfalls vorhanden, um zusätzlichen Stau"
"1703955431-20","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","1 Zimmer, CHF 1180.—","Zürcherstrasse 117, 8953 Dietikon, ZH","CHF 1180.—","«modernes Studio in Dietikon»","1 Zimmer, CHF 1180.—Zürcherstrasse 117, 8953 Dietikon, ZH«modernes Studio in Dietikon»Neu renoviertes, komplett möbliertes Studio - per sofort.Sie haben ein eigenes Badezimmer, teilen sich jedoch die Küche mit anderen. Es ist keine Wohngemeinschaft. Es gibt lediglich eine sehr grosse Küche auf der Etage.Das Studio ist komplett möbliert: Bett mit bequemer Matratze, Schrank, Tisch, Stuhl, OLED TV, Highspeed Internet etc.Alle Nebenkosten sind im Mietzins bereits inklusive: Strom, Wasser, Heizung, Internet etc.Ich freue mich, Ihnen dieses schöne Studio persönlich zu zeigen. Liebe Grüsse, Nina Fuchs"
"1703955431-21","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","3 Zimmer, 67 m², CHF 2600.—","8047 Zürich, ZH","CHF 2600.—","«Traumhafte 3-Zimmer-Wohnung in Zürich Albisrieden»","3 Zimmer, 67 m², CHF 2600.—8047 Zürich, ZH«Traumhafte 3-Zimmer-Wohnung in Zürich Albisrieden»Die angebotene 3-Zimmer-Wohnung im 1. Stock befindet sich in einer bevorzugten Lage in Zürich Albisrieden. Mit ihren grosszügigen Fensterfronten auf drei Seiten erhält die Wohnung viel natürliches Licht und schafft eine helle und einladende Atmosphäre. Besonders erwähnenswert sind die beiden Zimmer, die jeweils über einen Balkon mit grossen, dreisegmentigen Fensterfronten verfügen, die einen wunderbaren Blick ins Grüne bieten.Beim Betreten der Wohnung fällt sofort der grosszügige Eingangsbereich auf, der mit seinen Einbauschränken und einer int"
"1703955431-22","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","3 Zimmer, CHF 1950.—","Zürcherstrasse 243, 8953 Dietikon, ZH","CHF 1950.—","«3-Zimmer-Wohnung, renoviert»","3 Zimmer, CHF 1950.—Zürcherstrasse 243, 8953 Dietikon, ZH«3-Zimmer-Wohnung, renoviert»"
"1703955431-23","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","4,5 Zimmer, 112 m², CHF 3120.—","8400 Winterthur, ZH","CHF 3120.—","«MÖBLIERT, TEMPORÄR: 4½ ZI-WOHNUNG IN WINTERTHUR - STADT»","4,5 Zimmer, 112 m², CHF 3120.—8400 Winterthur, ZH«MÖBLIERT, TEMPORÄR: 4½ ZI-WOHNUNG IN WINTERTHUR - STADT»MIETDAUER ab sofort bis 20. Januar 2024. Tolle möblierte 4.5 Zimmer Wohnung in bester Lage zur Zwischenmiete, 112m², 1 Balkon, 1 Einstellhallenplatz (optional CHF 150.-). Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/61196/English: ums.ch/offer-detail/61196/Français: ums.ch/offre-detail/61196/"
"1703955431-24","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42","2,5 Zimmer, 56 m², CHF 1950.—","Im Grund 2, 8910 Affoltern am Albis, ZH","CHF 1950.—","«Schöne Affoltern a.A, 2.5 ZW, 2 Min. zum Markt, 28 Min zum ZH HB, by B»","2,5 Zimmer, 56 m², CHF 1950.—Im Grund 2, 8910 Affoltern am Albis, ZH«Schöne Affoltern a.A, 2.5 ZW, 2 Min. zum Markt, 28 Min zum ZH HB, by B»"
"1703955435-25","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","1 Zimmer, 16 m², CHF 1020.—","8051 Zürich, ZH","CHF 1020.—","«Schönes WG-Zimmer mit guter öV-Anbindung»","1 Zimmer, 16 m², CHF 1020.—8051 Zürich, ZH«Schönes WG-Zimmer mit guter öV-Anbindung»Die schöne und grosszügig eingerichtete 3-Zimmerwohnung im Hochparterre bietet sich an als ideale Wohnmöglichkeit für junge und beschäftigte Leute in Zürich. Nicht nur wurde das ca. 14qm grosse Zimmer möbliert, vielmehr wurde die Wohnung mit allen wichtigen Services ausgestattet: Reinigungsservice für Küche und BadInternetStrom + WasserDabei teilen sich 3 Personen eine geräumige Küche mit Essplatz und Balkon sowie ein helles Badezimmer.---------------------------------------This cosy and generously furnished 3 bedroom apartment on ground floor"
"1703955435-26","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","21 m², CHF 2997.—","Brandschenkestrasse 10, 8001 Zürich, ZH","CHF 2997.—","«Studio Apartment Junior»","21 m², CHF 2997.—Brandschenkestrasse 10, 8001 Zürich, ZH«Studio Apartment Junior»This modern studio impresses with its highly modern interior design. The surface of the apartment was used to the maximum and gives a great feeling of space. The apartment has a fully equipped kitchen with all the needed utensils, from stove and microwave to crockery, pans, cutlery and a modern coffee maker.The cozy double bed on which you can relax after a long day, goes perfectly with the flat screen TV.Inspired by a sophisticated work of art, the apartment is decorated in soft pink or green tones, depending on availability. The building is cVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-27","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","30 m², CHF 4138.—","Bellariastrasse 36, 8002 Zürich, ZH","CHF 4138.—","«1 Bedroom Apartment Junior Balcony»","30 m², CHF 4138.—Bellariastrasse 36, 8002 Zürich, ZH«1 Bedroom Apartment Junior Balcony»This bright and spacious 1 bedroom apartment ensures maximum comfort of living. Its open and modern living area is furnished with leather sofas and armchairs, flat screen TV and glass tables. The fully fitted kitchenette caters for all the daily needs and offers everything a guest may need on a daily basis: a glass ceramic stove, microwave with baking and grilling options, coffee maker, as well as cutlery and crockery. The sleeping area tempts with a cozy double bed. The modern bathroom is equipped with a bathtub, hand towels, a hairdryer and tVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-28","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","18 m², CHF 2478.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 2478.—","«Studio Apartment Mini»","18 m², CHF 2478.—Wolframplatz 1, 8045 Zürich, ZH«Studio Apartment Mini»This modern studio with a sophisticated design satisfies all the needs. Its living area is furnished with a sitting corner, a table and a flat screen TV. The open and fully fitted kitchenette features a glass ceramic stove, microwave with baking and grilling options, coffee maker, as well as cutlery and crockery. The sleeping area boasts a comfortable double bed and a wardrobe. The separate bathroom with a modern glass sliding door offers a shower or bathtub, as well as hand towels, a hairdryer and company-branded toiletries. The apartment is aVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-29","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","31 m², CHF 3101.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 3101.—","«Duplex Apartment Mini»","31 m², CHF 3101.—Wolframplatz 1, 8045 Zürich, ZH«Duplex Apartment Mini»This duplex apartment is decorated in urban chalet style. Natural materials like wood and stone combined with designer furniture and understated earthy tones fill the apartment with a sense of elegance. The lower features an open living and dining area with a fully fitted kitchenette, dining corner and a snug lounge with flat screen TV. A separate bathroom with a shower, hand towels, a hairdryer and company-branded toiletries is also available. A staircase leads to the upper gallery, where an open sleeping area is situated, featuring a comfortaVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-30","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","26 m², CHF 3204.—","Brandschenkestrasse 10, 8001 Zürich, ZH","CHF 3204.—","«Studio Apartment Senior»","26 m², CHF 3204.—Brandschenkestrasse 10, 8001 Zürich, ZH«Studio Apartment Senior»This stylish studio apartment spares no style and comfort. The design of the interior was inspired by an exquisite and provocative piece of art, that became the theme of the apartments´ furnishings, in inspiring tones of green.It has minimal separation walls which gives a pleasant sense of space.It comes equipped with all the modern amenities you would expect for a delightful stay: elegant decor, a cozy sitting corner, flat screen TV, fully equipped kitchenette (glass ceramic stove, microwave with baking and grill function, coffee maker, all neVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-31","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","70 m², CHF 5175.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 5175.—","«Duplex Apartment Senior»","70 m², CHF 5175.—Wolframplatz 1, 8045 Zürich, ZH«Duplex Apartment Senior»This duplex apartment in urban chalet style creates a unique living experience on two floors. Natural materials like wood and stone combined with designer furniture and understated earthy tones give the apartment an elegant touch. On the lower floor the guests can enjoy an open living and dining area with a fully fitted kitchen, dining corner and a cozy lounge with flat screen TV. A modern bathroom with shower and double sink and a separate toilet and a cloakroom are also available. A staircase leads to the upper gallery with an open and spacioVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-32","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","70 m², CHF 4231.—","Freyastrasse 8, 8004 Zürich, ZH","CHF 4231.—","«Grand Apartment Terrace»","70 m², CHF 4231.—Freyastrasse 8, 8004 Zürich, ZH«Grand Apartment Terrace»This penthouse attracts with its classic marble flooring and designer furniture in plain black and white colors. The highlight of this apartment is its terrace overlooking the rooftops of Zurich and the Uetliberg mountain. The sleeping area with a comfortable double bed features also a small sitting corner with a flat screen TV and offers a wardrobe and a working desk. The adjacent modern bathroom with a bathtub and shower, as well as a double washbasin, is optimally equipped with hand towels, a hair dryer and toiletries. The open living area wVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-33","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","24 m², CHF 2375.—","Binzmühlestr. 50, 8050 Zürich, ZH","CHF 2375.—","«Studio Apartment Junior»","24 m², CHF 2375.—Binzmühlestr. 50, 8050 Zürich, ZH«Studio Apartment Junior»This bright and cozy studio is furnished in a modern manner and caters for all the daily needs. The sleeping area with a comfortable double bed is discreetly separated from the living area furnished with a sofa and flat screen TV. The open and fully fitted kitchenette provides a glass ceramic stove, microwave, coffee maker as well as pots, pans and crockery. The bathroom with a shower features hand towels, a hairdryer and toiletries. Exclusive leather sofas, high gloss furniture and designer lamps give the apartment that certain something. The Virtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-34","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","31 m², CHF 3101.—","Bellariastrasse 36, 8002 Zürich, ZH","CHF 3101.—","«Studio Apartment Junior Balcony»","31 m², CHF 3101.—Bellariastrasse 36, 8002 Zürich, ZH«Studio Apartment Junior Balcony»This charming studio offers everything one needs to live. The apartment is equipped with a comfortable double bed, sofa and dining table. The fully fitted kitchenette provides for all daily needs: glass ceramic stove, microwave with baking and grilling options, coffee maker, as well as pans, cutlery and crockery. The bathroom with a shower is equipped with hand towels, a hair dryer and toiletries. Excl. tax for the use of TV. The building is situated in a beautiful location in the 2nd district, just above the left bank of the Zurich lake. The lVirtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-35","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","48 m², CHF 4241.—","Cramerstrasse 8-12, 8004 Zürich, ZH","CHF 4241.—","«2 Bedroom Apartment Junior Balcony»","48 m², CHF 4241.—Cramerstrasse 8-12, 8004 Zürich, ZH«2 Bedroom Apartment Junior Balcony»These spacious 2-bedroom apartments are available in various styles. Black leather furniture, elegant glass tables, as well as mosaic details are the dominant design motifs. The open living area tempts with a snug corner sofa with flat screen TV (excl. tax for the use of TV) and a dining area. Two separate bedrooms, each of them offering a comfortable double bed or a sleeping sofa, as well as their own TV-set, ensure sufficient privacy. A fully fitted kitchen with a glass ceramic stove, microwave with baking and grilling options, coffee maker, Virtuelle TourAnbieter kontaktierenKontaktieren"
"1703955435-36","https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41","42 m², CHF 4241.—","Cramerstrasse 8-12, 8004 Zürich, ZH","CHF 4241.—","«2 Bedroom Apartment Junior»","42 m², CHF 4241.—Cramerstrasse 8-12, 8004 Zürich, ZH«2 Bedroom Apartment Junior»These spacious 2-bedroom apartments are available in various styles. Black leather furniture, elegant glass tables, as well as mosaic details are the dominant design motifs. The open living area tempts with a snug corner sofa with flat screen TV (excl. tax for the use of TV) and a dining area. Two separate bedrooms, each of them offering a comfortable double bed or a sleeping sofa, as well as their own TV-set, ensure sufficient privacy. A fully fitted kitchen with a glass ceramic stove, microwave with baking and grilling options, coffee maker, Virtuelle TourAnbieter kontaktierenKontaktieren"
